date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:39:18	119246/119246	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/css/spacing.css	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/css/spacing.css	(from https://html.themefax.com/edufax/index.html)
22:39:18	117425/117425	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Jul%202023%2019:08:24%20GMT	https://html.themefax.com/edufax/css/style.css	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/css/style.css	(from https://html.themefax.com/edufax/index.html)
22:39:18	46784/46784	---M-Z	200	added ('OK')	text/css	date:Wed,%2019%20Jul%202023%2013:39:11%20GMT	https://html.themefax.com/edufax/css/responsive.css	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/css/responsive.css	(from https://html.themefax.com/edufax/index.html)
22:39:19	5366/5366	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2019:01:50%20GMT	https://html.themefax.com/edufax/images/logo.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/logo.png	(from https://html.themefax.com/edufax/index.html)
22:39:19	34101/34101	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/about.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/about.html	(from https://html.themefax.com/edufax/index.html)
22:39:19	35167/35167	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/courses.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/courses.html	(from https://html.themefax.com/edufax/index.html)
22:39:19	22849/22849	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/event.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/event.html	(from https://html.themefax.com/edufax/index.html)
22:39:20	27397/27397	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/blog.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/blog.html	(from https://html.themefax.com/edufax/index.html)
22:39:20	17779/17779	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/become_an_instructor.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/become_an_instructor.html	(from https://html.themefax.com/edufax/index.html)
22:39:20	35829/35829	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/blog_details.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/blog_details.html	(from https://html.themefax.com/edufax/index.html)
22:39:20	55510/55510	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/courses_details.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/courses_details.html	(from https://html.themefax.com/edufax/index.html)
22:39:21	20682/20682	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/event_details.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/event_details.html	(from https://html.themefax.com/edufax/index.html)
22:39:21	21707/21707	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/instructor.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/instructor.html	(from https://html.themefax.com/edufax/index.html)
22:39:21	34835/34835	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/instructor_details.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/instructor_details.html	(from https://html.themefax.com/edufax/index.html)
22:39:21	19190/19190	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/dashboard.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/dashboard.html	(from https://html.themefax.com/edufax/index.html)
22:39:22	23873/23873	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/faq.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/faq.html	(from https://html.themefax.com/edufax/index.html)
22:39:22	13467/13467	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/forgot_password.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/forgot_password.html	(from https://html.themefax.com/edufax/index.html)
22:39:22	22982/22982	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/payment.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/payment.html	(from https://html.themefax.com/edufax/index.html)
22:39:22	18083/18083	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/terms_condition.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/terms_condition.html	(from https://html.themefax.com/edufax/index.html)
22:39:23	18587/18587	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/privacy_policy.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/privacy_policy.html	(from https://html.themefax.com/edufax/index.html)
22:39:23	12078/12078	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/404.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/404.html	(from https://html.themefax.com/edufax/index.html)
22:39:23	24547/24547	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/courses_video.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/courses_video.html	(from https://html.themefax.com/edufax/index.html)
22:39:24	16726/16726	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/contact.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/contact.html	(from https://html.themefax.com/edufax/index.html)
22:39:24	14903/14903	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/sign_up.html	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/sign_up.html	(from https://html.themefax.com/edufax/index.html)
22:39:36	2869/2869	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_1.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/category_icon_1.png	(from https://html.themefax.com/edufax/index.html)
22:39:36	2286/2286	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_2.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/category_icon_2.png	(from https://html.themefax.com/edufax/index.html)
22:39:36	2176/2176	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_3.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/category_icon_3.png	(from https://html.themefax.com/edufax/index.html)
22:39:37	2196/2196	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_4.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/category_icon_4.png	(from https://html.themefax.com/edufax/index.html)
22:39:39	2615/2615	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_5.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/category_icon_5.png	(from https://html.themefax.com/edufax/index.html)
22:39:39	1971/1971	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_6.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/category_icon_6.png	(from https://html.themefax.com/edufax/index.html)
22:39:39	2087/2087	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_7.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/category_icon_7.png	(from https://html.themefax.com/edufax/index.html)
22:39:40	1725/1725	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_8.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/category_icon_8.png	(from https://html.themefax.com/edufax/index.html)
22:39:44	96836/96836	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/about_section_bg.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/about_section_bg.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:46	126002/126002	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/about-_img_1.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/about-_img_1.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:48	116399/116399	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/about-_img_2.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/about-_img_2.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:52	648208/648208	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/courses_bg.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/courses_bg.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:52	46687/46687	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/courses_img_1.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/courses_img_1.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:53	1033/1033	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/book_icon.svg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/book_icon.svg	(from https://html.themefax.com/edufax/index.html)
22:39:53	772/772	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/star_icon.svg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/star_icon.svg	(from https://html.themefax.com/edufax/index.html)
22:39:53	1254/1254	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/user_icon.svg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/user_icon.svg	(from https://html.themefax.com/edufax/index.html)
22:39:54	1648/1648	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/doller_icon.svg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/doller_icon.svg	(from https://html.themefax.com/edufax/index.html)
22:39:54	68859/68859	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/courses_img_2.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/courses_img_2.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:54	89378/89378	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/courses_img_3.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/courses_img_3.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:55	56917/56917	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/courses_img_4.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/courses_img_4.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:55	47018/47018	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/courses_img_6.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/courses_img_6.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:56	101397/101397	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/student_choose_bg.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/student_choose_bg.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:56	65090/65090	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/student_choose_img_1.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/student_choose_img_1.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:56	17200/17200	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/student_choose_img_2.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/student_choose_img_2.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:58	118399/118399	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/event_bg.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/event_bg.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:59	105571/105571	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/testimonial_bg.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/testimonial_bg.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:59	5978/5978	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/testimonial_img_3.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/testimonial_img_3.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:59	5669/5669	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/testimonial_img_2.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/testimonial_img_2.jpg	(from https://html.themefax.com/edufax/index.html)
22:39:59	6175/6175	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/testimonial_img_1.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/testimonial_img_1.jpg	(from https://html.themefax.com/edufax/index.html)
22:40:03	602178/602178	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/certificate_bg.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/certificate_bg.jpg	(from https://html.themefax.com/edufax/index.html)
22:40:04	3802/3802	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/certificate_icon_1.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/certificate_icon_1.png	(from https://html.themefax.com/edufax/index.html)
22:40:05	2952/2952	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/certificate_icon_2.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/certificate_icon_2.png	(from https://html.themefax.com/edufax/index.html)
22:40:05	3642/3642	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/certificate_icon_3.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/certificate_icon_3.png	(from https://html.themefax.com/edufax/index.html)
22:40:05	3538/3538	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/certificate_icon_4.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/certificate_icon_4.png	(from https://html.themefax.com/edufax/index.html)
22:40:08	435283/435283	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/instructor_bg.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/instructor_bg.jpg	(from https://html.themefax.com/edufax/index.html)
22:40:09	111974/111974	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/instructor_img_1.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/instructor_img_1.png	(from https://html.themefax.com/edufax/index.html)
22:40:10	97189/97189	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/instructor_img_2.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/instructor_img_2.png	(from https://html.themefax.com/edufax/index.html)
22:40:11	106497/106497	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/instructor_img_3.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/instructor_img_3.png	(from https://html.themefax.com/edufax/index.html)
22:40:12	91703/91703	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/instructor_img_4.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/instructor_img_4.png	(from https://html.themefax.com/edufax/index.html)
22:40:13	100059/100059	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/instructor_img_5.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/instructor_img_5.png	(from https://html.themefax.com/edufax/index.html)
22:40:14	125393/125393	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/blog_bg.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/blog_bg.jpg	(from https://html.themefax.com/edufax/index.html)
22:40:15	96594/96594	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/blog_img_5.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/blog_img_5.jpg	(from https://html.themefax.com/edufax/index.html)
22:40:15	7441/7441	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/bloger_1.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/bloger_1.jpg	(from https://html.themefax.com/edufax/index.html)
22:40:17	134483/134483	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/blog_img_6.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/blog_img_6.jpg	(from https://html.themefax.com/edufax/index.html)
22:40:18	6303/6303	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/bloger_2.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/bloger_2.jpg	(from https://html.themefax.com/edufax/index.html)
22:40:18	81869/81869	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/blog_img_3.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/blog_img_3.jpg	(from https://html.themefax.com/edufax/index.html)
22:40:19	5780/5780	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/bloger_3.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/bloger_3.jpg	(from https://html.themefax.com/edufax/index.html)
22:40:19	97643/97643	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/blog_img_7.jpg	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/blog_img_7.jpg	(from https://html.themefax.com/edufax/index.html)
22:40:22	383080/383080	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/footer_bg.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/footer_bg.png	(from https://html.themefax.com/edufax/index.html)
22:40:23	6188/6188	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2019:03:52%20GMT	https://html.themefax.com/edufax/images/footer_logo.png	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/images/footer_logo.png	(from https://html.themefax.com/edufax/index.html)
22:40:23	87464/87464	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/js/jquery-3.7.0.min.js	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/js/jquery-3.7.0.min.js	(from https://html.themefax.com/edufax/index.html)
22:40:24	80605/80605	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/js/bootstrap.bundle.min.js	(from https://html.themefax.com/edufax/index.html)
22:40:24	4189/4189	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/js/Font-Awesome.js	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/js/Font-Awesome.js	(from https://html.themefax.com/edufax/index.html)
22:40:24	2945/2945	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/js/jquery.nice-select.min.js	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/js/jquery.nice-select.min.js	(from https://html.themefax.com/edufax/index.html)
22:40:25	53181/53181	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/js/slick.min.js	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/js/slick.min.js	(from https://html.themefax.com/edufax/index.html)
22:40:25	15597/15597	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/js/sticky_sidebar.js	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/js/sticky_sidebar.js	(from https://html.themefax.com/edufax/index.html)
22:40:25	15025/15025	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/js/venobox.min.js	C:/My%20Web%20Sites/suresh%20new%20web/html.themefax.com/edufax/js/venobox.min.js	(from https://html.themefax.com/edufax/index.html)
